,Country,Prize,NumPlayers,Year
0,"Korea, Republic of","$177,886.16",49 Players,2002
1,United States,"$169,229.30",181 Players,2002
2,Germany,"$120,206.98",67 Players,2002
3,Russian Federation,"$110,308.90",39 Players,2002
4,Sweden,"$102,648.92",57 Players,2002
5,Canada,"$63,866.68",30 Players,2002
6,France,"$29,031.16",16 Players,2002
7,Norway,"$28,235.00",10 Players,2002
8,Japan,"$26,500.00",4 Players,2002
9,United Kingdom,"$24,886.70",10 Players,2002
10,Netherlands,"$14,083.33",8 Players,2002
11,"Taiwan, Republic of China","$11,000.00",2 Players,2002
12,China,"$10,400.00",7 Players,2002
13,Spain,"$10,300.00",2 Players,2002
14,Denmark,"$6,193.46",14 Players,2002
15,Austria,"$5,093.89",4 Players,2002
16,Poland,"$5,033.33",2 Players,2002
17,New Zealand,"$5,000.00",1 Player,2002
18,Italy,"$4,500.00",1 Player,2002
19,Finland,"$4,244.80",6 Players,2002
20,Brazil,"$3,536.60",21 Players,2002
21,Kazakhstan,"$3,500.00",10 Players,2002
22,Argentina,"$3,400.00",2 Players,2002
23,Australia,"$3,250.00",6 Players,2002
24,Czech Republic,"$3,000.00",5 Players,2002
25,Hong Kong,"$1,750.00",1 Player,2002
26,Ukraine,"$1,750.00",1 Player,2002
27,Viet Nam,"$1,589.83",1 Player,2002
28,Chile,"$1,500.00",8 Players,2002
29,Singapore,"$1,250.00",5 Players,2002
30,Portugal,"$1,000.00",1 Player,2002
31,South Africa,"$1,000.00",1 Player,2002
32,Lithuania,$600.00,1 Player,2002
33,Israel,$300.00,1 Player,2002
34,Serbia,$300.00,1 Player,2002
35,Jamaica,$83.33,1 Player,2002
36,Bulgaria,$50.00,1 Player,2002
0,Sweden,"$365,286.70",101 Players,2003
1,"Korea, Republic of","$310,600.11",99 Players,2003
2,United States,"$272,474.28",187 Players,2003
3,Germany,"$239,864.77",66 Players,2003
4,Norway,"$73,150.51",8 Players,2003
5,Russian Federation,"$62,292.20",105 Players,2003
6,France,"$46,654.67",33 Players,2003
7,Netherlands,"$37,592.42",12 Players,2003
8,Bulgaria,"$37,558.38",7 Players,2003
9,China,"$33,150.00",21 Players,2003
10,United Kingdom,"$32,658.36",18 Players,2003
11,Spain,"$30,122.92",29 Players,2003
12,"Taiwan, Republic of China","$29,350.00",5 Players,2003
13,Canada,"$28,991.71",16 Players,2003
14,Denmark,"$25,393.92",31 Players,2003
15,Italy,"$23,892.18",4 Players,2003
16,Austria,"$15,658.35",6 Players,2003
17,Brazil,"$14,375.50",16 Players,2003
18,Kazakhstan,"$13,380.00",15 Players,2003
19,Finland,"$11,352.45",17 Players,2003
20,Poland,"$10,830.38",10 Players,2003
21,Ukraine,"$7,494.05",44 Players,2003
22,Romania,"$5,287.18",1 Player,2003
23,Australia,"$5,030.00",2 Players,2003
24,Czech Republic,"$4,981.80",12 Players,2003
25,Argentina,"$4,130.00",2 Players,2003
26,Belarus,"$2,869.55",22 Players,2003
27,Serbia,"$2,300.00",1 Player,2003
28,Singapore,"$2,000.00",5 Players,2003
29,Belgium,"$1,507.14",3 Players,2003
30,Iceland,"$1,500.00",5 Players,2003
31,Lithuania,"$1,400.00",1 Player,2003
32,Hong Kong,"$1,195.36",1 Player,2003
33,Israel,$650.00,1 Player,2003
34,Greece,$431.00,1 Player,2003
35,Hungary,$368.22,1 Player,2003
36,Viet Nam,$327.77,1 Player,2003
37,Croatia,$240.62,1 Player,2003
38,Portugal,$210.00,1 Player,2003
39,Ireland,$100.02,1 Player,2003
40,Mexico,$100.00,1 Player,2003
41,Estonia,$50.00,1 Player,2003
42,Japan,$0.00,10 Players,2003
0,"Korea, Republic of","$786,279.02",227 Players,2004
1,United States,"$458,179.07",238 Players,2004
2,Sweden,"$311,233.52",116 Players,2004
3,Germany,"$286,897.24",96 Players,2004
4,China,"$192,627.92",104 Players,2004
5,Russian Federation,"$140,988.34",137 Players,2004
6,Netherlands,"$123,888.74",9 Players,2004
7,Denmark,"$110,907.82",25 Players,2004
8,Brazil,"$66,358.45",61 Players,2004
9,France,"$63,487.90",41 Players,2004
10,Finland,"$55,440.40",42 Players,2004
11,Norway,"$49,682.24",49 Players,2004
12,Canada,"$36,791.62",22 Players,2004
13,Austria,"$33,292.85",17 Players,2004
14,Bulgaria,"$16,714.26",14 Players,2004
15,Poland,"$16,019.78",16 Players,2004
16,United Kingdom,"$14,988.84",16 Players,2004
17,Singapore,"$14,800.00",6 Players,2004
18,Venezuela,"$14,300.00",2 Players,2004
19,Ukraine,"$14,137.75",68 Players,2004
20,Italy,"$10,680.00",5 Players,2004
21,Portugal,"$8,928.00",18 Players,2004
22,Argentina,"$7,378.00",2 Players,2004
23,Spain,"$5,654.34",25 Players,2004
24,Czech Republic,"$5,524.57",11 Players,2004
25,Japan,"$5,278.00",11 Players,2004
26,Romania,"$3,897.00",6 Players,2004
27,Croatia,"$3,802.57",1 Player,2004
28,Kazakhstan,"$3,360.71",3 Players,2004
29,Belarus,"$2,802.66",9 Players,2004
30,Hong Kong,"$2,625.00",7 Players,2004
31,Serbia,"$2,476.50",1 Player,2004
32,Thailand,"$1,590.22",1 Player,2004
33,Greece,"$1,571.40",9 Players,2004
34,Peru,"$1,500.00",2 Players,2004
35,Ireland,"$1,250.00",1 Player,2004
36,Israel,"$1,200.00",2 Players,2004
37,Chile,"$1,000.00",5 Players,2004
38,Hungary,"$1,000.00",5 Players,2004
39,Saudi Arabia,"$1,000.00",1 Player,2004
40,Uruguay,$500.00,1 Player,2004
41,Belgium,$400.00,1 Player,2004
42,Viet Nam,$100.00,5 Players,2004
43,"Taiwan, Republic of China",$65.00,3 Players,2004
44,Slovenia,$50.00,2 Players,2004
45,Malta,$33.33,1 Player,2004
46,Bahrain,$25.00,1 Player,2004
47,"Iran, Islamic Republic of",$20.00,1 Player,2004
0,United States,"$847,732.98",305 Players,2005
1,"Korea, Republic of","$805,612.34",105 Players,2005
2,Germany,"$426,086.92",173 Players,2005
3,Sweden,"$401,672.14",110 Players,2005
4,Netherlands,"$268,962.76",14 Players,2005
5,China,"$217,858.28",78 Players,2005
6,Italy,"$180,460.23",6 Players,2005
7,Russian Federation,"$179,006.69",138 Players,2005
8,Norway,"$136,776.08",56 Players,2005
9,Canada,"$122,441.67",29 Players,2005
10,Denmark,"$91,343.60",59 Players,2005
11,Brazil,"$85,315.15",44 Players,2005
12,France,"$82,799.36",58 Players,2005
13,Austria,"$57,345.96",14 Players,2005
14,United Kingdom,"$53,969.54",13 Players,2005
15,Spain,"$35,343.64",26 Players,2005
16,Finland,"$31,744.32",31 Players,2005
17,Poland,"$31,556.40",14 Players,2005
18,Estonia,"$30,833.37",11 Players,2005
19,Kazakhstan,"$28,360.71",8 Players,2005
20,Japan,"$18,275.00",19 Players,2005
21,Bulgaria,"$16,591.85",8 Players,2005
22,Ukraine,"$15,492.33",38 Players,2005
23,Saudi Arabia,"$13,000.00",1 Player,2005
24,Singapore,"$10,000.00",1 Player,2005
25,Australia,"$7,400.00",5 Players,2005
26,Belgium,"$7,306.75",7 Players,2005
27,Serbia,"$6,500.00",6 Players,2005
28,Lithuania,"$5,911.20",1 Player,2005
29,Hungary,"$5,591.25",2 Players,2005
30,Slovenia,"$4,166.67",1 Player,2005
31,Croatia,"$3,590.89",1 Player,2005
32,Czech Republic,"$2,919.82",3 Players,2005
33,Turkey,"$2,802.15",6 Players,2005
34,Argentina,"$2,400.00",16 Players,2005
35,Romania,"$1,500.00",6 Players,2005
36,Belarus,"$1,312.26",11 Players,2005
37,Israel,"$1,300.00",1 Player,2005
38,Thailand,"$1,268.39",1 Player,2005
39,Switzerland,"$1,000.00",1 Player,2005
40,New Zealand,$600.00,1 Player,2005
41,Chile,$575.00,6 Players,2005
42,Viet Nam,$450.00,6 Players,2005
43,Malta,$350.00,1 Player,2005
44,Iceland,$157.79,1 Player,2005
45,Venezuela,$150.00,1 Player,2005
46,Greece,$119.49,1 Player,2005
47,Hong Kong,$100.00,1 Player,2005
48,Portugal,$50.00,1 Player,2005
0,United States,"$1,553,259.46",391 Players,2006
1,"Korea, Republic of","$952,494.00",137 Players,2006
2,Sweden,"$578,527.48",113 Players,2006
3,Germany,"$418,504.41",194 Players,2006
4,China,"$371,057.64",98 Players,2006
5,Russian Federation,"$357,690.67",175 Players,2006
6,France,"$205,998.11",87 Players,2006
7,Poland,"$117,577.46",29 Players,2006
8,Brazil,"$113,742.45",56 Players,2006
9,Netherlands,"$107,079.41",46 Players,2006
10,Norway,"$102,534.81",52 Players,2006
11,Ukraine,"$74,100.57",77 Players,2006
12,Denmark,"$69,003.91",66 Players,2006
13,Spain,"$60,848.70",24 Players,2006
14,Canada,"$59,508.44",36 Players,2006
15,Finland,"$57,884.86",47 Players,2006
16,United Kingdom,"$39,707.06",42 Players,2006
17,Estonia,"$38,138.25",13 Players,2006
18,Austria,"$35,351.35",11 Players,2006
19,Italy,"$25,388.84",16 Players,2006
20,Japan,"$25,100.12",15 Players,2006
21,Australia,"$20,270.50",11 Players,2006
22,Belarus,"$19,669.11",7 Players,2006
23,Romania,"$17,073.70",12 Players,2006
24,Bulgaria,"$14,753.05",6 Players,2006
25,Croatia,"$10,250.47",3 Players,2006
26,Mexico,"$10,020.00",4 Players,2006
27,Czech Republic,"$8,218.06",18 Players,2006
28,Belgium,"$7,178.90",9 Players,2006
29,Portugal,"$3,802.25",30 Players,2006
30,Peru,"$3,200.00",3 Players,2006
31,Turkey,"$2,608.70",4 Players,2006
32,Malaysia,"$2,500.00",5 Players,2006
33,Kazakhstan,"$2,431.10",11 Players,2006
34,Greece,"$2,370.00",6 Players,2006
35,Ireland,"$1,903.50",5 Players,2006
36,Switzerland,"$1,689.55",5 Players,2006
37,Argentina,"$1,632.74",7 Players,2006
38,Thailand,"$1,450.00",1 Player,2006
39,Serbia,"$1,102.67",1 Player,2006
40,Hong Kong,"$1,000.00",1 Player,2006
41,Israel,$866.67,1 Player,2006
42,Indonesia,$823.23,6 Players,2006
43,South Africa,$770.71,5 Players,2006
44,Hungary,$696.32,3 Players,2006
45,Slovakia,$500.00,5 Players,2006
46,Venezuela,$350.00,2 Players,2006
47,"Taiwan, Republic of China",$310.15,1 Player,2006
48,Colombia,$300.00,1 Player,2006
49,Viet Nam,$264.90,19 Players,2006
50,Lithuania,$242.00,1 Player,2006
51,Chile,$150.00,1 Player,2006
52,"Iran, Islamic Republic of",$88.84,1 Player,2006
53,Malta,$70.00,1 Player,2006
54,Slovenia,$37.50,1 Player,2006
55,Morocco,$25.59,1 Player,2006
0,United States,"$2,054,136.01",632 Players,2007
1,"Korea, Republic of","$1,526,604.07",142 Players,2007
2,Sweden,"$467,060.41",144 Players,2007
3,Germany,"$422,771.79",219 Players,2007
4,Canada,"$322,959.50",113 Players,2007
5,Russian Federation,"$273,603.30",180 Players,2007
6,China,"$225,139.16",91 Players,2007
7,France,"$202,257.40",116 Players,2007
8,Poland,"$200,366.06",49 Players,2007
9,Denmark,"$193,117.38",87 Players,2007
10,United Kingdom,"$187,310.46",115 Players,2007
11,Finland,"$127,774.70",61 Players,2007
12,Netherlands,"$125,726.57",41 Players,2007
13,Ukraine,"$116,652.80",107 Players,2007
14,Brazil,"$101,838.71",46 Players,2007
15,Norway,"$92,795.21",53 Players,2007
16,Singapore,"$36,095.55",15 Players,2007
17,Mexico,"$35,100.00",16 Players,2007
18,Japan,"$30,557.13",14 Players,2007
19,Australia,"$23,783.82",22 Players,2007
20,Italy,"$23,333.43",17 Players,2007
21,Austria,"$21,779.83",15 Players,2007
22,Spain,"$21,526.68",26 Players,2007
23,Serbia,"$13,266.67",1 Player,2007
24,Bulgaria,"$11,581.74",8 Players,2007
25,Belarus,"$10,296.82",4 Players,2007
26,Belgium,"$9,384.69",7 Players,2007
27,Estonia,"$6,464.67",4 Players,2007
28,Kazakhstan,"$5,471.00",8 Players,2007
29,Slovenia,"$5,342.39",2 Players,2007
30,Turkey,"$4,496.83",6 Players,2007
31,Switzerland,"$4,075.38",17 Players,2007
32,Hungary,"$3,469.46",13 Players,2007
33,Hong Kong,"$3,428.56",4 Players,2007
34,"Taiwan, Republic of China","$3,406.97",2 Players,2007
35,Ireland,"$3,363.23",3 Players,2007
36,Peru,"$3,116.40",3 Players,2007
37,Croatia,"$2,971.63",3 Players,2007
38,Latvia,"$2,968.55",2 Players,2007
39,Portugal,"$2,888.03",8 Players,2007
40,Romania,"$2,700.00",15 Players,2007
41,Czech Republic,"$2,236.44",6 Players,2007
42,Viet Nam,$866.67,2 Players,2007
43,Argentina,$800.00,2 Players,2007
44,Slovakia,$795.48,2 Players,2007
45,Chile,$447.30,4 Players,2007
46,Iceland,$395.78,1 Player,2007
47,"Moldova, Republic of",$98.00,5 Players,2007
0,United States,"$1,560,564.56",503 Players,2008
1,"Korea, Republic of","$1,528,629.08",212 Players,2008
2,United Kingdom,"$832,180.83",205 Players,2008
3,Sweden,"$521,539.40",141 Players,2008
4,Germany,"$488,020.74",208 Players,2008
5,China,"$297,627.68",97 Players,2008
6,Denmark,"$261,249.82",114 Players,2008
7,Russian Federation,"$217,696.40",206 Players,2008
8,France,"$195,346.71",141 Players,2008
9,Canada,"$168,759.94",61 Players,2008
10,Netherlands,"$148,190.69",64 Players,2008
11,Poland,"$125,015.15",24 Players,2008
12,Spain,"$116,362.28",48 Players,2008
13,Ukraine,"$106,744.51",60 Players,2008
14,Finland,"$95,177.60",85 Players,2008
15,Brazil,"$66,711.40",12 Players,2008
16,Italy,"$60,765.25",23 Players,2008
17,Portugal,"$56,184.38",22 Players,2008
18,Singapore,"$55,469.50",20 Players,2008
19,Australia,"$47,000.00",11 Players,2008
20,Austria,"$43,786.37",12 Players,2008
21,Mexico,"$30,035.95",11 Players,2008
22,Japan,"$28,931.00",9 Players,2008
23,Belgium,"$26,817.85",26 Players,2008
24,Czech Republic,"$23,175.37",14 Players,2008
25,Belarus,"$22,583.33",3 Players,2008
26,"Taiwan, Republic of China","$22,000.00",7 Players,2008
27,Romania,"$20,477.40",10 Players,2008
28,Norway,"$15,603.56",33 Players,2008
29,Slovakia,"$12,206.91",6 Players,2008
30,Hungary,"$11,942.20",21 Players,2008
31,Malaysia,"$8,000.00",5 Players,2008
32,Croatia,"$7,258.34",2 Players,2008
33,Bulgaria,"$6,849.44",9 Players,2008
34,Malta,"$3,148.29",9 Players,2008
35,Argentina,"$3,000.00",1 Player,2008
36,Turkey,"$2,475.84",8 Players,2008
37,Switzerland,"$2,012.79",4 Players,2008
38,Iceland,"$1,407.62",1 Player,2008
39,Estonia,"$1,332.96",2 Players,2008
40,Serbia,"$1,080.00",1 Player,2008
41,Hong Kong,$995.48,2 Players,2008
42,Lithuania,$816.50,6 Players,2008
43,Slovenia,$666.48,1 Player,2008
44,Ireland,$655.20,2 Players,2008
45,Latvia,$648.90,1 Player,2008
46,South Africa,$404.83,1 Player,2008
47,Ecuador,$347.74,1 Player,2008
48,Kazakhstan,$329.67,1 Player,2008
49,Puerto Rico,$222.00,2 Players,2008
50,Chile,$175.00,1 Player,2008
51,Pakistan,$50.00,1 Player,2008
0,"Korea, Republic of","$941,787.71",130 Players,2009
1,United States,"$710,723.12",819 Players,2009
2,Sweden,"$440,534.36",131 Players,2009
3,China,"$338,757.87",104 Players,2009
4,Germany,"$292,958.46",211 Players,2009
5,Denmark,"$157,473.35",106 Players,2009
6,France,"$146,929.12",173 Players,2009
7,Russian Federation,"$129,295.55",127 Players,2009
8,Poland,"$121,890.50",44 Players,2009
9,United Kingdom,"$110,877.19",126 Players,2009
10,Netherlands,"$69,096.88",48 Players,2009
11,Ukraine,"$64,924.79",74 Players,2009
12,Finland,"$58,497.78",68 Players,2009
13,Spain,"$57,170.46",31 Players,2009
14,Kazakhstan,"$48,993.10",53 Players,2009
15,Canada,"$44,715.25",105 Players,2009
16,Norway,"$28,500.55",42 Players,2009
17,Japan,"$23,025.75",8 Players,2009
18,Bulgaria,"$20,818.08",38 Players,2009
19,Slovakia,"$19,790.28",5 Players,2009
20,Belgium,"$14,029.98",22 Players,2009
21,Czech Republic,"$12,843.80",13 Players,2009
22,Singapore,"$12,124.30",15 Players,2009
23,Italy,"$9,981.79",8 Players,2009
24,Austria,"$8,999.88",15 Players,2009
25,Belarus,"$8,658.88",12 Players,2009
26,Brazil,"$7,800.00",11 Players,2009
27,Turkey,"$7,640.91",7 Players,2009
28,"Taiwan, Republic of China","$7,000.00",1 Player,2009
29,Bosnia and Herzegovina,"$6,615.03",1 Player,2009
30,Uruguay,"$6,000.00",1 Player,2009
31,Mexico,"$5,050.00",2 Players,2009
32,Malaysia,"$5,048.10",12 Players,2009
33,Hungary,"$4,988.41",4 Players,2009
34,Croatia,"$4,700.00",1 Player,2009
35,Serbia,"$4,000.00",1 Player,2009
36,Argentina,"$3,660.00",15 Players,2009
37,Malta,"$3,396.00",14 Players,2009
38,Australia,"$3,025.00",2 Players,2009
39,Portugal,"$2,923.24",9 Players,2009
40,Hong Kong,"$2,500.00",1 Player,2009
41,Chile,"$2,248.35",5 Players,2009
42,Estonia,"$2,017.87",9 Players,2009
43,Latvia,"$1,507.09",6 Players,2009
44,Switzerland,"$1,391.84",5 Players,2009
45,Ireland,"$1,279.18",4 Players,2009
46,Viet Nam,"$1,263.25",22 Players,2009
47,Pakistan,"$1,100.00",6 Players,2009
48,Uzbekistan,"$1,000.00",5 Players,2009
49,Peru,$787.27,2 Players,2009
50,United Arab Emirates,$600.00,6 Players,2009
51,Indonesia,$600.00,2 Players,2009
52,Slovenia,$553.12,1 Player,2009
53,Iceland,$426.50,1 Player,2009
54,"Iran, Islamic Republic of",$420.12,1 Player,2009
55,Algeria,$222.27,1 Player,2009
56,Ecuador,$182.62,1 Player,2009
57,Lithuania,$180.53,2 Players,2009
58,India,$100.00,1 Player,2009
59,Philippines,$100.00,1 Player,2009
60,Saudi Arabia,$0.00,1 Player,2009
0,United States,"$1,592,229.33",634 Players,2010
1,"Korea, Republic of","$1,454,747.33",253 Players,2010
2,Sweden,"$397,846.89",168 Players,2010
3,China,"$342,911.30",107 Players,2010
4,Germany,"$342,844.14",476 Players,2010
5,Ukraine,"$272,262.63",87 Players,2010
6,France,"$229,807.39",205 Players,2010
7,Russian Federation,"$173,172.72",153 Players,2010
8,Denmark,"$157,860.82",116 Players,2010
9,Canada,"$131,693.43",111 Players,2010
10,United Kingdom,"$117,667.40",183 Players,2010
11,Brazil,"$94,017.91",43 Players,2010
12,Finland,"$90,040.65",105 Players,2010
13,Poland,"$88,194.16",62 Players,2010
14,Kazakhstan,"$52,204.30",73 Players,2010
15,Netherlands,"$50,565.08",64 Players,2010
16,Italy,"$42,598.94",15 Players,2010
17,Japan,"$39,709.04",20 Players,2010
18,Belarus,"$34,430.90",4 Players,2010
19,Norway,"$30,380.33",48 Players,2010
20,Austria,"$20,018.77",33 Players,2010
21,Peru,"$19,641.74",5 Players,2010
22,Australia,"$18,683.11",25 Players,2010
23,Belgium,"$16,542.52",33 Players,2010
24,Thailand,"$15,697.88",5 Players,2010
25,"Taiwan, Republic of China","$14,679.41",26 Players,2010
26,Spain,"$14,052.98",36 Players,2010
27,Portugal,"$11,851.38",37 Players,2010
28,Singapore,"$11,356.72",15 Players,2010
29,Argentina,"$11,292.86",8 Players,2010
30,Turkey,"$10,234.69",14 Players,2010
31,Hungary,"$9,377.64",6 Players,2010
32,Czech Republic,"$8,658.87",15 Players,2010
33,Malaysia,"$8,097.47",18 Players,2010
34,Mexico,"$7,000.00",6 Players,2010
35,Bulgaria,"$6,044.99",13 Players,2010
36,Viet Nam,"$5,363.10",25 Players,2010
37,Slovakia,"$5,025.99",7 Players,2010
38,Serbia,"$4,609.55",3 Players,2010
39,Switzerland,"$4,559.10",10 Players,2010
40,Romania,"$4,053.15",19 Players,2010
41,Bosnia and Herzegovina,"$3,416.27",1 Player,2010
42,Malta,"$2,508.10",12 Players,2010
43,Estonia,"$2,357.36",6 Players,2010
44,Hong Kong,"$2,280.45",11 Players,2010
45,Israel,"$1,715.02",1 Player,2010
46,Ireland,"$1,618.91",8 Players,2010
47,Indonesia,"$1,038.35",6 Players,2010
48,Lithuania,"$1,031.62",4 Players,2010
49,Croatia,$897.68,2 Players,2010
50,Latvia,$408.71,1 Player,2010
51,India,$354.15,1 Player,2010
52,Philippines,$300.00,5 Players,2010
53,New Zealand,$296.83,2 Players,2010
54,South Africa,$179.29,2 Players,2010
55,Pakistan,$140.00,1 Player,2010
56,Chile,$90.00,2 Players,2010
57,Egypt,$77.98,1 Player,2010
58,Morocco,$13.93,1 Player,2010
0,"Korea, Republic of","$2,736,830.06",303 Players,2011
1,United States,"$2,084,160.37",782 Players,2011
2,Ukraine,"$829,074.10",55 Players,2011
3,China,"$725,732.87",149 Players,2011
4,United Kingdom,"$480,089.28",201 Players,2011
5,Sweden,"$475,467.60",148 Players,2011
6,Russian Federation,"$400,454.50",129 Players,2011
7,France,"$361,524.07",235 Players,2011
8,Germany,"$336,565.09",209 Players,2011
9,Poland,"$276,179.21",83 Players,2011
10,Canada,"$226,481.73",130 Players,2011
11,Estonia,"$204,897.31",19 Players,2011
12,Denmark,"$194,704.61",116 Players,2011
13,Singapore,"$154,054.25",21 Players,2011
14,Finland,"$109,363.77",85 Players,2011
15,"Taiwan, Republic of China","$72,139.74",19 Players,2011
16,Japan,"$59,438.30",15 Players,2011
17,Netherlands,"$54,215.54",58 Players,2011
18,Spain,"$49,564.20",45 Players,2011
19,Thailand,"$32,298.69",10 Players,2011
20,Portugal,"$32,290.21",36 Players,2011
21,Australia,"$31,930.20",26 Players,2011
22,Kazakhstan,"$28,410.89",207 Players,2011
23,Belgium,"$26,828.09",32 Players,2011
24,Brazil,"$26,422.21",31 Players,2011
25,Norway,"$25,278.70",29 Players,2011
26,Malaysia,"$24,160.59",20 Players,2011
27,Italy,"$23,294.41",18 Players,2011
28,Romania,"$18,654.83",29 Players,2011
29,Belarus,"$17,573.40",11 Players,2011
30,Serbia,"$15,973.69",31 Players,2011
31,Slovakia,"$14,308.75",8 Players,2011
32,Bosnia and Herzegovina,"$13,994.39",2 Players,2011
33,Austria,"$13,884.61",29 Players,2011
34,Bulgaria,"$13,036.75",29 Players,2011
35,Cuba,"$12,000.00",1 Player,2011
36,Israel,"$11,675.48",9 Players,2011
37,Mexico,"$11,283.00",4 Players,2011
38,Kyrgyzstan,"$11,281.99",8 Players,2011
39,Croatia,"$10,982.40",8 Players,2011
40,Philippines,"$10,636.26",14 Players,2011
41,Macao,"$10,327.42",1 Player,2011
42,Peru,"$9,316.74",8 Players,2011
43,Chile,"$8,009.04",2 Players,2011
44,Turkey,"$7,182.92",10 Players,2011
45,Hong Kong,"$6,815.84",15 Players,2011
46,Czech Republic,"$6,276.94",23 Players,2011
47,New Zealand,"$6,010.18",3 Players,2011
48,Hungary,"$5,911.17",16 Players,2011
49,Switzerland,"$5,489.45",6 Players,2011
50,Colombia,"$5,000.00",1 Player,2011
51,Iceland,"$5,000.00",1 Player,2011
52,Saudi Arabia,"$3,972.00",1 Player,2011
53,South Africa,"$3,209.35",11 Players,2011
54,Lithuania,"$3,137.96",12 Players,2011
55,United Arab Emirates,"$3,003.00",7 Players,2011
56,North Macedonia,"$2,730.00",8 Players,2011
57,Uzbekistan,"$2,649.59",8 Players,2011
58,Viet Nam,"$2,239.40",22 Players,2011
59,Puerto Rico,"$2,224.50",2 Players,2011
60,Indonesia,"$2,000.00",5 Players,2011
61,Ireland,"$1,362.61",6 Players,2011
62,Venezuela,"$1,357.14",1 Player,2011
63,Lebanon,$666.67,1 Player,2011
64,Latvia,$482.49,13 Players,2011
65,Greece,$427.85,10 Players,2011
66,Panama,$400.00,1 Player,2011
67,Armenia,$278.60,1 Player,2011
68,India,$273.00,1 Player,2011
69,Pakistan,$273.00,1 Player,2011
70,"Iran, Islamic Republic of",$137.64,1 Player,2011
71,Morocco,$83.25,1 Player,2011
0,"Korea, Republic of","$3,784,693.88",395 Players,2012
1,China,"$2,038,215.07",213 Players,2012
2,United States,"$1,321,001.03",690 Players,2012
3,"Taiwan, Republic of China","$883,755.48",31 Players,2012
4,Russian Federation,"$667,351.08",307 Players,2012
5,Sweden,"$509,346.80",248 Players,2012
6,Germany,"$461,387.46",319 Players,2012
7,Canada,"$459,460.20",173 Players,2012
8,France,"$456,151.25",278 Players,2012
9,Ukraine,"$332,569.30",95 Players,2012
10,Poland,"$311,833.81",122 Players,2012
11,Denmark,"$296,399.13",156 Players,2012
12,Malaysia,"$284,709.40",29 Players,2012
13,Hong Kong,"$213,427.99",14 Players,2012
14,Spain,"$198,951.71",125 Players,2012
15,United Kingdom,"$186,919.37",195 Players,2012
16,Finland,"$111,664.15",155 Players,2012
17,Netherlands,"$104,708.41",80 Players,2012
18,Belgium,"$93,078.43",38 Players,2012
19,Japan,"$92,747.62",31 Players,2012
20,Brazil,"$84,210.36",46 Players,2012
21,Singapore,"$79,249.31",58 Players,2012
22,Viet Nam,"$74,200.01",25 Players,2012
23,Estonia,"$66,213.25",9 Players,2012
24,Norway,"$65,759.00",47 Players,2012
25,Armenia,"$62,677.24",1 Player,2012
26,Philippines,"$61,299.50",44 Players,2012
27,Australia,"$59,346.14",66 Players,2012
28,Macao,"$43,568.82",1 Player,2012
29,Lithuania,"$37,862.67",12 Players,2012
30,Belarus,"$36,536.89",20 Players,2012
31,Mexico,"$31,401.50",15 Players,2012
32,Chile,"$25,261.40",11 Players,2012
33,Italy,"$24,912.09",14 Players,2012
34,Kazakhstan,"$23,333.46",110 Players,2012
35,Croatia,"$23,141.80",16 Players,2012
36,Romania,"$22,145.41",39 Players,2012
37,Austria,"$21,356.71",8 Players,2012
38,Switzerland,"$18,666.51",10 Players,2012
39,Portugal,"$15,982.90",59 Players,2012
40,Venezuela,"$15,046.47",2 Players,2012
41,Peru,"$13,654.55",9 Players,2012
42,New Zealand,"$13,310.85",20 Players,2012
43,Thailand,"$12,788.84",26 Players,2012
44,Israel,"$11,869.59",8 Players,2012
45,Serbia,"$10,825.60",23 Players,2012
46,Cuba,"$10,500.00",1 Player,2012
47,Bulgaria,"$9,420.46",22 Players,2012
48,Argentina,"$6,907.20",29 Players,2012
49,Slovakia,"$6,499.48",15 Players,2012
50,Czech Republic,"$5,926.50",29 Players,2012
51,Ireland,"$4,494.68",8 Players,2012
52,Turkey,"$3,074.43",24 Players,2012
53,Indonesia,"$3,000.00",6 Players,2012
54,Azerbaijan,"$2,500.00",5 Players,2012
55,India,"$2,413.00",7 Players,2012
56,North Macedonia,"$2,134.78",6 Players,2012
57,Mongolia,"$2,000.00",5 Players,2012
58,Hungary,"$1,917.02",11 Players,2012
59,Bosnia and Herzegovina,"$1,904.48",3 Players,2012
60,Malta,"$1,803.78",8 Players,2012
61,Greece,"$1,529.24",22 Players,2012
62,Åland Islands,"$1,260.00",12 Players,2012
63,Colombia,"$1,200.00",2 Players,2012
64,Puerto Rico,$817.50,1 Player,2012
65,Lebanon,$600.00,2 Players,2012
66,Bahrain,$500.00,1 Player,2012
67,Slovenia,$427.25,8 Players,2012
68,South Africa,$307.47,1 Player,2012
69,Iceland,$203.54,2 Players,2012
70,Costa Rica,$150.00,1 Player,2012
71,"Iran, Islamic Republic of",$128.69,1 Player,2012
72,Kuwait,$105.32,1 Player,2012
73,Latvia,$54.63,1 Player,2012
74,Morocco,$32.60,1 Player,2012
75,Saudi Arabia,$0.00,1 Player,2012
0,"Korea, Republic of","$5,443,207.42",459 Players,2013
1,United States,"$3,733,179.59",1155 Players,2013
2,Sweden,"$2,735,446.17",276 Players,2013
3,China,"$2,222,832.74",267 Players,2013
4,Ukraine,"$718,294.83",95 Players,2013
5,Russian Federation,"$611,375.32",324 Players,2013
6,Germany,"$582,964.22",339 Players,2013
7,Canada,"$516,178.98",188 Players,2013
